ID	Tweet	Affect Dimension	Intensity Score
2018-Es-05225	@allisonlopez_ @aramirodriguez @rociomeza_ Ah ya, nosotros fuimos su diversión y ahora quieren salir sin nosotros? Ok Marta	joy	0.292
2018-Es-02943	Se ponen a vender twits y todavía se indignan 	joy	0.271
2018-Es-04376	@Alondra_7250 estas bien fea mija 	joy	0.146
2018-Es-04661	cuando me preguntan por qué tal persona es mi idol, simplemente le respondo porque me hace sonreír cuando estoy hecha mierda y es verdad lpm	joy	0.391
2018-Es-03419	@CristinaMachuca Chuuu.. tengo mala suerte en el juego, siempre!	joy	0.196
2018-Es-04082	Nosotros los colombianos tenemos un festivo para todo marica, literal en un año tenemos aproximadamente 18 festivos. Somos lo mas.	joy	0.479
2018-Es-00480	Pensando fríamente él wall no me gusto 😕	joy	0.188
2018-Es-01099	Según Facebook, hace 7 años andaba con Fernanda 	joy	0.104
2018-Es-05617	@NuriGutierrez1D JAJAJAJAJA nosotras en el amor en un tweet 	joy	0.667
2018-Es-01435	#FrotaLaLamparaAS definitivo este tipo Suro es cero aporte y jura que es chistoso y hay que decirlo no lo es!	joy	0.409
2018-Es-03030	@radiolared @califidalgo @soymarcelobaffa Q pedazo de caripelas 	joy	0.229
2018-Es-06851	@seokjinstaner @Nampeachoonie Jajajajaja yo no bueno si, bueno no, bueno no sé Jajajaja 	joy	0.795
2018-Es-05644	@M_zucke Tuiter tiene la culpa 	joy	0.239
2018-Es-06138	Dicen que las cataratas cumplen sueños, milagros y deseos! Gracias Dios por éste viaje! #Feliz	joy	0.890
2018-Es-04320	Aquí en casa para hacerla de Masterchef 😊 #AbreLaComidaEnlatada jaja	joy	0.717
2018-Es-02804	Se duerme el enano y ya no se que hacer. Despertate ,dale,no ,mejor seguí durmiendo 😅	joy	0.457
2018-Es-03979	Me estresa saber que tengo que llevar pareja el 13 de Oct y que el 15 es la FDD 	joy	0.089
2018-Es-01084	algunas personas tienen suerte de q tenga tanta paciencia xq ya las hubiese mando a la mierda	joy	0.146
2018-Es-02598	Que ningún gil apague tu sonrisa	joy	0.479
2018-Es-00946	@CChavez1993 Esto lo he dicho toda mi vida, al fin alguien entiende 	joy	0.304
2018-Es-04344	En realidad mi cumpleaños me chupa un huevo, solamente me aprovecho de ese tabú para comer muchas cosas 	joy	0.391
2018-Es-00631	Bojan no me tiene contenta.	joy	0.168
2018-Es-02178	Esta vuelta a Capital tiene gustito a que el 5 vuelvo 😊	joy	0.667
2018-Es-02700	@varo2114 @abi_quesada Mejor me aman y ya así se llevan menos colerones! 	joy	0.563
2018-Es-01905	Tía meli @meliromeo214 veni a dormir a tu sobrino que no se quiere dormir 	joy	0.354
2018-Es-05604	@Valeriatulip para que causan escalofríos  mas de uno salió a ponerse un suéter 😂	joy	0.438
2018-Es-02194	@SKabecheTV En todas te ves genial	joy	0.646
2018-Es-04725	@Ceci_Remigio @Julia_ChefMX Es tan neta cómo el fin del mundo pasado 	joy	0.458
2018-Es-06711	@haditarabiosa @viry_chio JAJAJAJA 😂	joy	0.750
2018-Es-01383	@JapanEmb_Mexico Por acciones como estas aun queda esperanza en la humanidad 😊	joy	0.604
2018-Es-01143	Me da muchisimo gusto que lograras tu meta del mercedes, pero... ya eres mejor persona?	joy	0.455
2018-Es-06656	Sonreír a pesar de todas las cosas que pasen es de valientes	joy	0.479
2018-Es-01970	@pauesbonita Disculpa mi francés 	joy	0.229
2018-Es-02653	Ella dijo que me enviaría a un colegio por meses y por un lado me alegre	joy	0.646
2018-Es-01607	Juro que cuando mande ese wpp no me pude haber emocionado tanto, pero lo tenia que hacer 💪espero que lo lea😄😄	joy	0.625
2018-Es-01513	EXPECTATIVA:  —Cuando hablemos le voy a decir esto, le preguntaré esto, hay tantas cosas por hablar  REALIDAD:  —¿Y qué más? —Bien  —Ah ya 😅	joy	0.435
2018-Es-06786	Me pide un consejo y creo que soy la persona menos indicada para aconsejar sobre temas de pareja 	joy	0.304
2018-Es-00727	Terminé bien el domingo 😌 😊 ahora quiero dormirmeeeeeeeeeeeee....	joy	0.479
2018-Es-00151	No debe haber cosa mas linda que ver a la gente sonreír !!	joy	0.875
2018-Es-03487	Yo solo he ido a @ElAlbanBorja a Correos del Ecuador, a acompañar a una amiga a una reunión de Lbel 😅 y a ver a Papá Noel... porque pobre 😁	joy	0.458
2018-Es-02769	Gracias por aparecer en mi vida y llenarla siempre de alegría y amor, los amo❤ @Erika_Ailen6183 @ani_sanabrya @Tonaa15Vega @RuppFranco	joy	0.917
2018-Es-06030	@SolDeusebio Chistosa 🙄😑😑😑😑	joy	0.413
2018-Es-06556	No la voy a odiar tanto a ver si mi hijo/a no sale igual a ella 	joy	0.109
2018-Es-03841	@Juan33Martinez Te fuiste al carajo 	joy	0.174
2018-Es-01499	Si la tristeza y el dolor continuarán mientras siga viviendo, ¿pero es normal? Yo quiero vivir con ese dolor. #feliz #lunes #felizlunes	joy	0.292
2018-Es-05772	Es horrible cuando todo juega en tu contra, incluso a quienes quieres	joy	0.146
2018-Es-00277	@SANTItoSANTI @mariobautista_ Merece lo mejor del mundo, es un ángel y siempre estaré orgullosa de apoyarlo :')❤	joy	0.708
2018-Es-04469	@LaPauHC @lily_v13 Soy taaaaaaan chistoso. ¿Verdad?	joy	0.543
2018-Es-03891	@RosarioAndreaa Ni que tuvieras tanta suerte	joy	0.239
2018-Es-05773	"al principio me pareciste muy divertida y jamas me diste el avionazo o te fuiste, la culpa es mía, no vuelvo a hablarte"	joy	0.500
2018-Es-04395	@vianeySk Éxito éxito éxito!  🙌  Si se puede 😊	joy	0.750
2018-Es-02420	@MarianaRodrigzC Jajajajajaja como cuando te exponen 😅	joy	0.667
2018-Es-00801	Copia de seguridad: recreo para fijarte twitter	joy	0.239
2018-Es-00848	@alexlozano779 Que malooooo 	joy	0.208
2018-Es-04574	No que loco,@AlvaroAmbrosi10  le puso fv a mis cosas. me siento famoso jaja 	joy	0.604
2018-Es-03565	@atomicbold Gracias! Buenas noches 	joy	0.417
2018-Es-03046	Que graciosa la videollamada con mí papá ajajajajajajaja	joy	0.792
2018-Es-03144	jajajajaaj por que le contestaba asi 	joy	0.577
2018-Es-03881	3.1415. No pero sí me caes bien 	joy	0.604
2018-Es-02092	Lo quise correr a Matias y me sangró la boca, tan agradable mi novio	joy	0.313
2018-Es-02857	@soumya_sajal @itsrkkc Super 30 confirmed 	joy	0.438
2018-Es-02176	Decepcionada fin .  😃	joy	0.217
2018-Es-01124	@sebaaasalazar Jaja interesante ! Suena tentador jaja aprendería a nadar 	joy	0.646
2018-Es-00295	@mannolly Mi tia esta orgullosa de ti y de @manuelcastillol yo tambien la extraño hasta cuando me regañaba!	joy	0.625
2018-Es-02930	En Disney estaba dando encantada pero dibujito, pongo ahora porque no hay nada para ver y está encantada pero de carne y hueso (? Ok	joy	0.438
2018-Es-06874	@dejatelopavo En la fave de los pelos 	joy	0.413
2018-Es-02466	|. Basta que me acordé que yo tengo una cuenta del padre Gabriel y la tentación 	joy	0.438
2018-Es-01081	@AlexMurilIo Si, que ella anda en carro y tú a pie 	joy	0.167
2018-Es-06448	Hoy te das cuenta quien si se acuerda de vos y quien no, que agradable de día	joy	0.522
2018-Es-06654	@valebr2015 Feliz día valeee	joy	0.771
2018-Es-04533	Es muy fácil sonreír  y filosofar cuando es otro el que esta echo mierda	joy	0.208
2018-Es-03878	@Daniel_ChefMX Y depende de que tamaño estén 	joy	0.370
2018-Es-03054	@CandeMazzuchino 😹😹😹 quiero estar BIEN negra radiante	joy	0.604
2018-Es-03346	@mariobautista_ ya me confundi 	joy	0.229
2018-Es-02678	Alguien puede explicarme la lógica de #TripTank? Por más que le busco lo gracioso, sólo quedo con la sensación de #WTF?	joy	0.326
2018-Es-00677	Gracias WINSTON por traer tanto entretenimiento a nuestras pantallas por eso y más 🇻🇪 ✊❤️ #SomosTVES	joy	0.521
2018-Es-06641	Me aburre la gente que sigue a las masas, que no se la juega, que no rompe reglas.	joy	0.208
2018-Es-02788	@Daurreaq @OrangeSoxTeam Ponte a dieta y ready para la receptoría 😂	joy	0.458
2018-Es-00591	Jajajaja están flashando colores 	joy	0.563
2018-Es-06395	@mpz1005 Jajajaja es una comedia española, chistosa pero salen españolas muy guapas la verdad. Jajajaa	joy	0.667
2018-Es-01269	Cuando veo una foto de ella sonriendo, me hace sonreír como idiota.	joy	0.708
2018-Es-04009	@naomi1755 ¿¡Hace un año!? Wow... ¡Me sigue sorprendiendo lo genial que lo has pintado, Naomi! ^^	joy	0.587
2018-Es-06230	Que finde tan largo y tan lindo 😊	joy	0.750
2018-Es-04662	La verdad es que me hubiese encantado que me hable.	joy	0.333
2018-Es-05642	@cacorrorrea77 @ZeusSuspendido La meta la pones tú 👊🏼! ah no perdón me equivoqué de bebida 	joy	0.375
2018-Es-01580	Que bendición es la gente que me rodea, que bueno es sentir el amor, que lindo es saber que nunca estoy sola 	joy	0.833
2018-Es-04630	@UPAEP @JAVC10 @RectorUPAEP Gracias 	joy	0.479
2018-Es-02501	@Anitaprr Lo que pasa es que el toque de bruja nadie nos lo quita 	joy	0.292
2018-Es-02165	Meraaaaaa vossssss juajua 	joy	0.458
2018-Es-03587	el directo de hernan me dio toda la felicidad, @hchampionsliga te voy a escuchar siempre.	joy	0.813
2018-Es-03875	@ViviendodelasP un cago de risa esa escena. tambien la de burbage con molly y cuando agnes recibe a marlowe.	joy	0.646
2018-Es-03019	"Se vale estar triste, Se vale no siempre ser la persona alegre que todos quieren, Se vale no querer hablar con nadie. Se vale ser humano."	joy	0.167
2018-Es-06094	@Seba_Ballester Jajaj si fue divertido dispararle a ese negro 🙂😐	joy	0.563
2018-Es-00085	@maneSC290_ Yo lo hago por gusto homs	joy	0.417
2018-Es-04539	Planeaba dormirme temprano pero están pasando Encantada en Disney Channel😘	joy	0.521
2018-Es-04456	@NatiEstropini JAJAJAJ por el estribillo 🙄🤦🏻‍♂️ Después te explico 	joy	0.604
2018-Es-06178	@CesarinaViz Pila de intensos 	joy	0.292
2018-Es-01006	@velnti10 Perdón perdón 	joy	0.167
2018-Es-05549	La felicidad está sobrevalorada.	joy	0.146
2018-Es-01208	@Nescafe_ES Por favor nunca me toca nada más que enfermedades una alegría no vendría mal aunque fuera pequeña	joy	0.188
2018-Es-06017	2242. Que sean tan creídas y llenas de mañas 🙄 cómo que si no cagaran igual que todos nosotros 	joy	0.125
2018-Es-04653	No alardees que un hombre comprometido está tras tuyo,eso le sucede a cualquiera; siéntete orgullosa cuando lo RECHACES a pesar de quererlo.	joy	0.417
2018-Es-05467	@R8nita Optimista - @elcaloncho	joy	0.417
2018-Es-00218	a los fake me los imagino así como craig el gordito de malcolm 😆	joy	0.250
2018-Es-06308	Si a mi me ponen fortuna eterna llena de lujos y demases, vendo hasta mi madre, eso de los valores y principios solo existe para conformarse	joy	0.435
2018-Es-01323	Qué loco ha sido mi 2017 	joy	0.435
2018-Es-01568	No tengas un cuerpo delgado, ten uno fuerte, rápido, ágil y en forma.	joy	0.409
2018-Es-01345	@MexicanCodersMX Ya me había emocionado  #CD9 #Coders #AlonsoVillalpandoTrendy #HarryStyles #KCAMexico	joy	0.604
2018-Es-04618	@jorbiazzo Te veo en el recreo, y me vuelvo loco	joy	0.565
2018-Es-05190	Caigo en cuenta que Rodrigo nació el mismo año que mi hermano 	joy	0.396
2018-Es-03684	Muy entretenida la conversación...	joy	0.521
2018-Es-05156	@hum0r @EPN ajajajjaa. Perdón, my Lord. Estoy a 1 minuto de que deje de darme risa, no a menos, como a 5 😂	joy	0.750
2018-Es-02396	Mi mejor me hizo llorar con las cosas tan hermosas que me escribió 😭 qué afortunada soy	joy	0.783
2018-Es-06705	@Azulinca Recordarle que solo es una película así me calmaron a mi jaja :( 😅	joy	0.674
2018-Es-00327	hoy después de 39 semanas haré vida social estoy emocionado	joy	0.813
2018-Es-00165	Me hace enojar pero lo quiero igual 	joy	0.174
2018-Es-05869	@anettemicheltv me podrías mandar un 💋 de Buenas Noches? 	joy	0.522
2018-Es-03168	@anaismerrick Yo tengo aun pendiente la temporada anterior... a ver si me pongo 	joy	0.396
2018-Es-00776	a mi me dijeron "feliz dia" y no entendía porque, que garrón ser amigo mio	joy	0.354
2018-Es-06509	Buena cuenta @PerdidosEncont , recién la descubrí y lo q hacen es genial. Dueños q encuentran a sus mascotas,y abandonados q encuentran casa	joy	0.604
2018-Es-00709	Aunque sean estupideces, de todo lo q he hecho ha valido la pena y eso cuenta haberme encantado contigo	joy	0.667
2018-Es-04803	@Danan_Zen Me lo dejaron de tarea en el catecismo... 😃	joy	0.292
2018-Es-04225	¿Que sería de mi sin esos tres “jajaja”? Siempre me salvan de dejar en visto a la gente que medio me agrada 😂	joy	0.708
2018-Es-03149	@Genrus tu cumple y yo en las babas. Te quiero un mundo y deseo para ti todo lo bonito y lo sublime. Sé dichoso infinitamente. Besote, Juan.	joy	0.813
2018-Es-05177	@2010MisterChip #ElSalvador #ElSalvador #ElSalvador Pero juega bonito y no se puede aspirar a mas, porque no hacen los goles 💙💙	joy	0.478
2018-Es-01540	Fav si qres una ft mia muy feto y graciosa	joy	0.522
2018-Es-00831	@Nachojmontero No era para que llores.. pero sentite orgulloso jajajaj	joy	0.799
2018-Es-06810	@Alb_315 Para mí? 😊	joy	0.413
2018-Es-00720	Con los amigos tomando algo tranqui👍: me siento genial	joy	0.891
2018-Es-00029	@Duarteeve01 Jajajaja pongamosle que si 	joy	0.563
2018-Es-01730	brayand y yo no nos podemos  juntar porque la descargamos  con todo el mundo 	joy	0.333
2018-Es-00640	Pocos pero los mejores. ¡Feliz día!	joy	0.667
2018-Es-04087	mañana sin verano #felicidad	joy	0.771
2018-Es-05448	Solo espero que la persona que te gusta no te felicite hoy.  ¡Feliz Día del amigo!	joy	0.583
2018-Es-04559	Bendito sea el que estuvo antes de mi. 	joy	0.313
2018-Es-06484	@AlvaritoMorales siempre queriendote hacer el gracioso eres malísimo.	joy	0.167
2018-Es-01157	Me contaron que retomó los estudios, al parecer le va bien y que conoció a un nueva persona. Me pone contenta eso le deseo lo mejor SIEMPRE❤	joy	0.543
2018-Es-00195	@vicky_rayada Nambre como crees? Sabes mucho más que los que se dicen periodistas👉 (Víctor Hdz)👈 	joy	0.304
2018-Es-01182	@JonaaJuarez Ya veo que estás re cagado de hambre porque te comiste la h jajajajajaja  	joy	0.479
2018-Es-04336	| Esa imagen mental es la segunda más graciosa que tengo en este aspecto.	joy	0.652
2018-Es-05493	Pues si sos puta ya pue pero no te enojes por que te digan lo que sos 	joy	0.167
2018-Es-02958	Que dicha que mañana no tengo clases .😛	joy	0.717
2018-Es-05771	No estoy rota, estoy rompida 	joy	0.205
2018-Es-01386	Brillas en lo más alto amiguito. Feliz dia para vos. Te amo y extraño tanto! 👼💟	joy	0.750
2018-Es-06719	Que lindo es que re rasquen la espalda 😉 pero soy tan cosquilluda 	joy	0.727
2018-Es-04060	Soy una fan oculta de damas gratis 	joy	0.543
2018-Es-05086	JASJJAJSJA En definitiva no hay nada mas chistoso que mi papá con celos.	joy	0.870
2018-Es-03716	@LaTardeEnCasa Un gusto estar con ustedes	joy	0.771
2018-Es-00948	@xvzla2009 @noelleal No le quitemos sus méritos, no seamos mezquinos!! 😆	joy	0.438
2018-Es-06802	Al menos ya se que no me tengo que ilusionar 	joy	0.239
2018-Es-02588	@Ana_Monjes14 Que persona agradable es usted	joy	0.609
2018-Es-02094	Que rara se siente esta nueva vida. Ya no recordaba lo que era estar en mi casa a las 5pm #Felicidad	joy	0.500
2018-Es-01993	Un excelente #lunes y un gran cierre de #Septiembre para todos, con #Alegria y #Esperanza como dice el @Pontifex_es	joy	0.896
2018-Es-06905	Yo si que soy afortunada de las amigas que tengo, HAY QUE AGUANTARME A MI E.	joy	0.682
2018-Es-00499	Una canción triste en un disco alegre. 💿🎶  Un grito ahogado. 😵  Un elefante en un pesebre. 🐘  #CosasSad ☹️	joy	0.217
2018-Es-05216	viaje de Lampa a Puente Alto solo para comprarle la dichosa cortina culiá a mi amiga, solo un amigo puede hacer eso	joy	0.375
2018-Es-02048	La Copa Oro se juega todos los días de todos los años desde que existe el futbol	joy	0.348
2018-Es-01746	Ya rompí récord 	joy	0.542
2018-Es-01490	@girlstetona Con gusto❣💦💦	joy	0.587
2018-Es-05955	PERO. YA LE HABLÉ. Y PARECE AGRADABLE. ¡ME DEDICÓ UN LOGRO!	joy	0.625
2018-Es-01502	@blackjim7 JAJAJAJAJAJAJA pinche manchado, versión "te lo juro que no estoy amargada" 	joy	0.646
2018-Es-02536	Jajajaja soy un paranoico de mierda 😅	joy	0.333
2018-Es-04631	Que cosa horrible estar resfriado y no sentirle el gusto a la comida	joy	0.229
2018-Es-05687	Iker tiene dormido todo el dia, nomas despierta a comer y con los ojos cerrados 	joy	0.438
2018-Es-01917	Que agradable sujeto el Valentín	joy	0.543
2018-Es-02366	mamá si falle, perdoname, pero me gusto más la calle que ir a la escuela👀 @haroldazuara  #CD9 #Coders #HaroldAzuara #KCAMexico	joy	0.413
2018-Es-04715	Increíble la cantidad de pelotudeces que hablamos con esta mina 	joy	0.370
2018-Es-06558	@nevadohcris Noooo, que era bromaaa  Veremos en un par de horas si piensas lo mismo o que 	joy	0.296
2018-Es-01974	#Feliz día a todos	joy	0.646
2018-Es-06748	Lo bueno es que me veo de 19 y nadie sabe cuántos cumplí 	joy	0.587
2018-Es-04294	@kateOFF_ @cathy La cagó ah 	joy	0.050
2018-Es-00060	@AndresParcerito Y yo de la limonada de limón 	joy	0.500
2018-Es-06914	Esta semana estaré ocupada con el tema de la Uni, me pasaré a ratos 	joy	0.375
2018-Es-02429	@kalebalemayehu_ @NOCHlLLVlNES yo wtf 	joy	0.229
2018-Es-05686	@xsangrelatina Y las respuestas de la mina fueron súper agresivas, según ella porque es de color colo y lo hizo a propósito 	joy	0.217
2018-Es-05554	Menos mal mañana es festivo.	joy	0.609
2018-Es-02330	Estoy de suerte este otoño. ¡Se llevan los puntinos blancos sobre fondo negro!😍 Hoy añadí a mi colección un pantalón y un cinturón. #Feliz🙆	joy	0.848
2018-Es-02783	No pagues mas karaoke con animación luces pantallas humo y toda la diversión Separa tu fecha 9811864230	joy	0.479
2018-Es-00084	@camitalaveraa si sos un fracaso 	joy	0.109
2018-Es-00666	@Letibohemio Repechaje amiga 	joy	0.313
2018-Es-01612	Acabo de ver en el cine la peor pelicula de terror pero la mas divertida y con la mejor audiencia😂😂	joy	0.813
2018-Es-00329	Ahora tengo dos trabajos jeje. Al menos el segundo es divertido	joy	0.529
2018-Es-02034	@jocelynmb_ Ya hubiera tumbado la puerta 	joy	0.188
2018-Es-04434	Tengo frío 	joy	0.354
2018-Es-04394	@cesciano Yo la voy a ver. Desde hoy ya por fin tengo Netflix. 	joy	0.667
2018-Es-06379	Que chevere editar/animar imagen con bonitos colores <3	joy	0.688
2018-Es-05791	Como cuando a algún man le parece súper linda una vieja y uno le daña la ilusión mostrándole todo el Photoshop que usa 	joy	0.146
2018-Es-03138	@Dianitha3 ¿Esto también será de familia? 	joy	0.396
2018-Es-04982	Mañana es festivo y por alguna extraña razón estoy triste.	joy	0.125
2018-Es-02111	@sashncastillo Tenemos que ir a quitarnos ese antojo 	joy	0.458
2018-Es-03871	@MARTUVERA2 Jajajajajaja desde ese lunes 😅	joy	0.771
2018-Es-05197	Mi relacion con yerko es un cague de risa	joy	0.717
2018-Es-02740	@muriodeasco es re gracioso ver saludos de compañeros de la secundaria que si ahora nos vemos agachamos la mirada para no saludarnos	joy	0.405
2018-Es-06647	@letrasencilla Debes colocar las respectivas alarmas 6:00 am, 6:30am y 6:59 am 😅	joy	0.196
2018-Es-03276	¿Te ha divertido el día de hoy? #bot	joy	0.458
2018-Es-05512	@MilyGrandis Jaja de nada. 	joy	0.563
2018-Es-03759	Estaba animado a hacer algo k no es usual en la mua pero este dia se fue del qlo >:v	joy	0.375
2018-Es-06079	@FlavioKisuc Por favor 	joy	0.375
2018-Es-06527	@Yessdavsw Hermosa y sexy como siempre!! Te quedan genial eso leggins, los llenas a reventar 😍😵	joy	0.545
2018-Es-02734	#Leo Hoy un posible cambio de suerte lo llevara a cumplir una meta q pensaba perdida, tómelo como una lección de perseverancia...	joy	0.275
2018-Es-05155	@shaiel_kosinski Sos re chistosa eh (extraño el rubio)	joy	0.667
2018-Es-00548	Las cosas las tienes que hacer porque quieres y apetece, no para esperar nada a cambio #felicidad #actitud #valores	joy	0.604
2018-Es-03248	Mi ego aumentó un poquito con eso jajaja 😄	joy	0.652
2018-Es-00675	Angeles me cuidan y guían mi bienestar🎵	joy	0.646
2018-Es-00755	Que felicidad cuando están ahí apoyándote y abrazándote a pesar de todo💕	joy	0.896
2018-Es-05181	lo peor es que estaba cantando re emocionada y se me re cambio la voz de tristeza JAJAJA	joy	0.417
2018-Es-05191	@janapaula_gr Ya se, vlv. 🤦🤦🤦 Por eso pura agua desde entonces. 	joy	0.396
2018-Es-06896	"Estoy perdiendo como 2 cm de músculo por estar hablando contigo." -@Eozmar 	joy	0.208
2018-Es-02033	Voy a ver una pelicula asi full love por que no es full HD 😅	joy	0.583
2018-Es-06717	Todavía tengo amigos que me quieren como soy.  ¡Feliz día del amigo!	joy	0.783
2018-Es-00131	La milsgros me mando un mensaje y me puso TE AMO , jamas en la vida me habia demostrado tanto amor.. estoy emocionada	joy	0.875
2018-Es-01330	@mariobautista_ Ya me imagino la carita de felicidad de estrellita al verte ❤️ eres una persona increíble nunca cambies ❤️	joy	0.813
2018-Es-02572	@MiluuGonzalez__ Muy grave para mi gusto, me wa mori	joy	0.271
2018-Es-00342	Che estoy saliendo 3 findes seguidos 	joy	0.413
2018-Es-01987	@SEONGCTRL ena ena hmm ena 😄	joy	0.542
2018-Es-02202	Me mantuvo entretenida pero no tanto como quisiera... si lo suficiente para seguirla... siempre y cuando no hagan lo mismo del 1 ep.	joy	0.457
2018-Es-04935	@NoTodoPasaTyC @Diego_DeGregori @LombaCaruso Y si, juega en milan. Vangioni también y Heinze jugó en el United y en el real. No jodamos	joy	0.333
2018-Es-01180	Jajajajajajajaja ta loco la minita 	joy	0.750
2018-Es-01889	@romiolivera4 un peligro tenerte de fav a vos😂 Feliz día olvidadora, te amoooo💕💕💕💕	joy	0.875
2018-Es-04047	JAJAJAJAJAJAJAJA, admito que eso me dio risa, me lo imagine	joy	0.882
2018-Es-01859	@yicoretas Jajajaja super joto "en la pgr para denunciar sus @"  	joy	0.413
2018-Es-00930	Yo mee sientoo orgullosa de ser parte del mejor fan club de mty ! #FusionCncoMty	joy	0.688
2018-Es-03861	Todavía tengo amigos que me quieren como soy. ¡Feliz día del amigo!	joy	0.833
2018-Es-01317	@DebRyanShow @TecnopolisNC #rayito te irá genial	joy	0.646
2018-Es-03828	este momentazo para entrar en el #felizlunes 😀 #quetengasunbuendia  rt el ajedrez me enseñó que con un mal movimiento puedes perder a tu	joy	0.543
2018-Es-02764	Extraño sentir sus manitos en mi cara, su risa, TODO 😭👶💕	joy	0.227
2018-Es-04665	@DHermoso08 Y ayudando con manos, corazón y buevitos, muchos buevitos 😆	joy	0.563
2018-Es-05810	Nos estamos enviando nudes con mi amiga 	joy	0.479
2018-Es-05562	Veo a todos subiendo fotos con los amigos y me quedo re contenta porque le dije a mis amigos del alma todo por chat en priv sólo para ellos♡	joy	0.696
2018-Es-06493	Los memes de "1min, no menos, como a 5" mejoraron mi fin de semana 	joy	0.542
2018-Es-02385	Se cortó la luz. Alguien va a dejar de estudiar que alegría	joy	0.625
2018-Es-00535	@almadepudin Jajaja cada quien tiene sus gustos 😊	joy	0.587
2018-Es-06521	@NathalieeParraa Tranquila después de la noche más oscura llega el día más brillante	joy	0.438
2018-Es-01760	@martinapalomequ -lloro de felicidad- yo también te quiero	joy	0.833
2018-Es-00818	Este año me tocará ir sola a la Convención de DB 😬 Vamo a conocer otakus 	joy	0.333
2018-Es-01018	@itsjoelpimentel dice tu horoscopo que si estas soltero cuidado con el alcohol lmao 	joy	0.500
2018-Es-04221	@ElmemoV Alabado sea el descuento jajajaj 	joy	0.500
2018-Es-02415	@MuziTizi @juliibenzo @paulifernande14 @ro_cavallo1 @ValeBenzo @valengodino @marti Feliz día estrelladas🌟 las amo!	joy	0.854
2018-Es-02472	Mi papa se arrecha y no me manda nada y cuando se contenta me arrecho yo y de igualito no me manda un coño. 😒😒	joy	0.130
2018-Es-03045	Me parece muy gracioso ver como las personas reaparecen en tu vida cuando les conviene	joy	0.370
2018-Es-02233	@itsjoelpimentel ¡Estoy tan emocionada, mañana voy al concierto!🎉🙃	joy	0.891
2018-Es-04837	@Parejasanluis2 Igualmente 😊 ya quedo llenita ella durmiendo. Jajajaja. Un fuerte abrazo y saludos a la morocha 😈.	joy	0.708
2018-Es-04298	@Alan_frete13 Igual me respondió hace casi mes pero la felicidad sigue ahi💕💕💕💕	joy	0.609
2018-Es-04074	@mariobautista_ Tu me das tanta felicidad desde él primer día que te conocí	joy	0.938
2018-Es-02220	Está obsesionado 	joy	0.292
2018-Es-06866	Mas allá de como juega, se nos va una amiga, entiendan😐	joy	0.250
2018-Es-01494	El gozo del Señor es contagioso. #LaAdoraciónADiosEngrandeceLaNación	joy	0.563
2018-Es-00309	@ale_c_8 @machibebe @Sofi_Leon98 Gracias! 	joy	0.457
2018-Es-04929	Que bonito cuando acaricio ahí 😂	joy	0.667
2018-Es-04913	#SabadoJaqueMate juega y juega la free @JaqueMateDisco	joy	0.458
2018-Es-01893	@mariobautista_ Eres una persona genial @mariobautista_  por eso todas tus bautisters te amos  Eres el mejor ídolo TE AMO !! <3	joy	0.813
2018-Es-04161	@josecuellar93 JAJAJAJAJA cerote si supiste como cagarte en mi tweet de optimismo	joy	0.479
2018-Es-04421	@jimeramirez0109 Si por dicha ❤	joy	0.646
2018-Es-02226	@NQueipul Chamuyatelo! 😉 Debe tener plata! 	joy	0.563
2018-Es-04432	Las ganas que tenia de tomar una cerveza bien friaaa, lo unico que pude aprovechar hoy de la carpa 😂	joy	0.625
2018-Es-06809	Les juro que no esperaba que la diversión de la peda fuera ver al hijo de alguien bailar, si tiene un año.	joy	0.583
2018-Es-02569	"Aries, entre menos en serio te tomes el amor mejor te irá" 😂	joy	0.521
2018-Es-00870	sono tá espancando ppsó 	joy	0.413
